order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
25d9d697-9b9b-4059-8df9-73a44a0bd18d,1,cbcd9297-6f83-4c8b-bcce-98e772493495,0e098edb-782a-491a-a349-2ec0655f9e6d,2025-10-18,2770.48,220.58
25d9d697-9b9b-4059-8df9-73a44a0bd18d,2,233631c2-199f-4402-aeff-fa89310b938e,8e0b3ced-cde5-486e-9054-df61ddd2b570,2025-10-18,2817.61,179.05
25d9d697-9b9b-4059-8df9-73a44a0bd18d,3,c1945273-2c05-49f8-a86e-92f9dd100f41,f9dc3b39-99f2-474e-983a-4a8c548c6bb3,2025-10-18,1770.0,246.5
164026a5-5e04-4a6e-a2dd-b8a402f3ac88,1,49f59e4a-93d2-4516-b119-4b61251a576b,59ede48f-9dc7-4194-a686-66cd7fdb1849,2026-01-15,3051.5,66.41
164026a5-5e04-4a6e-a2dd-b8a402f3ac88,2,cbcd9297-6f83-4c8b-bcce-98e772493495,25adbbd2-6fba-4211-beaa-675b27503025,2026-01-15,4652.08,176.72
164026a5-5e04-4a6e-a2dd-b8a402f3ac88,3,7bfe3120-c87a-4bb8-aa6d-21cf64318a7d,7d084850-008d-4663-b8eb-c3d2734706ab,2026-01-15,1342.48,128.07
82f26b64-0416-4bef-a130-94344f03b332,1,7952b8d8-9354-4fc4-b5fc-68672aff96f7,ace5e69f-ca0e-489f-b16b-9165e640be46,2025-11-15,2815.22,155.92
82f26b64-0416-4bef-a130-94344f03b332,2,78e23e37-8722-44d7-8ad1-caef7de60178,a8def3ea-193b-4cf7-a169-934a5d1bbdb7,2025-11-15,1732.83,43.93
82f26b64-0416-4bef-a130-94344f03b332,3,ffb7cd59-6673-44f6-8e01-db39aaac6be5,ca61951a-e6ba-4f4c-a60b-57b7d62dc9c8,2025-11-15,2590.77,84.73
c2a4dc99-2afc-4833-923b-d110ec6b60d2,1,ad99e8e5-0526-4808-bbf6-8e21e92e9f53,6ce087f9-f368-4349-991f-ecb342f88ecd,2025-12-13,3486.25,290.16
c2a4dc99-2afc-4833-923b-d110ec6b60d2,2,95b6f794-5765-43ec-9dd0-b83a5736a2d6,be3764ff-2204-481d-b6ff-dd4bbbaf0e39,2025-12-13,2837.68,233.29
c2a4dc99-2afc-4833-923b-d110ec6b60d2,3,6c18716e-3cac-4098-884d-28d3d9d2b6ff,d390a849-3d02-452d-8d3f-f2d203f5b123,2025-12-13,3799.49,288.76
c2a4dc99-2afc-4833-923b-d110ec6b60d2,4,1735ab06-02c8-4d30-937c-27316b2062b9,95479589-814b-4f2e-9be6-666fce829cae,2025-12-13,2321.3,143.61
24ccdbe8-f999-416d-a87e-168599a9c48e,1,666e825e-80a1-4ca6-83fd-ea71e69d63d6,6a05d4d0-258a-44a6-919d-6ffe2e0ea2aa,2025-12-31,2435.75,84.77
24ccdbe8-f999-416d-a87e-168599a9c48e,2,5739bbc7-fd91-40cd-92a1-7a87559c9d3d,85e3ddeb-eda2-4197-8ea5-dfe5e072c681,2025-12-31,1944.23,238.71
24ccdbe8-f999-416d-a87e-168599a9c48e,3,df3585f0-90b2-47be-b0ba-56a56f0774a8,84c54116-878a-49fb-9509-85928b5ff095,2025-12-31,1140.89,213.34
f9214e8c-a778-4def-ba41-48fee7c63fb0,1,9a231254-e381-4bec-96b2-e6a1712cb76e,903125bb-69ff-47bf-87c8-a6d67beb2109,2026-01-03,2091.51,112.4
f9214e8c-a778-4def-ba41-48fee7c63fb0,2,cbcd9297-6f83-4c8b-bcce-98e772493495,43495c59-3522-4f05-b471-16279fd50335,2026-01-03,2701.48,213.24
f9214e8c-a778-4def-ba41-48fee7c63fb0,3,e340b241-ec2f-4d4a-80ba-e65ceea5f938,3f982a36-f370-415a-9be1-651f84731289,2026-01-03,1353.58,93.31
f9214e8c-a778-4def-ba41-48fee7c63fb0,4,0375a0e8-2c1f-408f-b947-5df6c6c826f4,0be148b4-ed3a-46b5-8ce8-f9de134ff2d3,2026-01-03,2024.71,227.15
37eb3438-297f-4818-ab99-f8512fb8ba5a,1,66e73614-3941-48ee-a1ab-04feb0e4b427,bed4d54f-643b-47d1-b0b8-613bbd0cdd2b,2025-08-17,426.34,280.1
37eb3438-297f-4818-ab99-f8512fb8ba5a,2,9d1c7e20-8d6c-4554-add2-87dd3aa025fc,2a822293-6632-4119-894b-a9a196c93d90,2025-08-17,2408.95,112.53
37eb3438-297f-4818-ab99-f8512fb8ba5a,3,2a4a7c16-202a-4409-9057-d3f720c6883f,537844f6-2bbb-404e-817d-510eaeb43a1a,2025-08-17,4476.87,88.03
37eb3438-297f-4818-ab99-f8512fb8ba5a,4,4cd0e63e-90f4-4bd0-8709-2507caf7e3fa,3b486f7b-6f28-47c6-b3c5-94684453aede,2025-08-17,4738.23,208.1
4556185f-fe2e-4994-aa41-b0617e139761,1,43d27e38-d3f8-469d-8d3f-6cc774208e76,21f46d8f-d1f2-4f25-8b29-77ec24b7ca4b,2025-10-27,2520.05,67.9
4556185f-fe2e-4994-aa41-b0617e139761,2,4590f52b-f77b-40b3-bad5-b22cb0bf44fb,e8fb2fe9-2a95-4202-9987-decbc7701b04,2025-10-27,3690.37,263.1
4556185f-fe2e-4994-aa41-b0617e139761,3,05cbafb0-0de9-46b9-abd8-2107dedbdd99,c92d70bd-e0ee-4009-bc3c-daa15a1e4575,2025-10-27,1073.55,68.8
ad06dbde-7652-4a7a-b8d5-ded236fb6dd5,1,df3585f0-90b2-47be-b0ba-56a56f0774a8,c65cf24a-28e4-4247-a788-d56b25e6a24b,2025-10-23,4189.86,113.25
ad06dbde-7652-4a7a-b8d5-ded236fb6dd5,2,3bf2c3ba-acbd-4a75-979f-7467c61c2211,5f240a09-723d-40d9-8645-38633af25f93,2025-10-23,3905.75,44.76
ad06dbde-7652-4a7a-b8d5-ded236fb6dd5,3,ffb7cd59-6673-44f6-8e01-db39aaac6be5,642e94b8-b179-4df0-9eb1-9ecbdb04a999,2025-10-23,438.51,287.18
9d8476ae-6d5d-4991-9fc2-422551bf0981,1,467169c9-7e91-4550-9f3b-3a22235d9a80,b9386ece-fd9b-444d-8d10-b7e46be2f63d,2026-01-03,3088.44,231.63
9d8476ae-6d5d-4991-9fc2-422551bf0981,2,c845b660-a038-44b7-942a-310d9561c3b6,7b66e187-f07c-4e5a-b671-19ee56f67cb4,2026-01-03,2730.3,22.26
9d8476ae-6d5d-4991-9fc2-422551bf0981,3,05cbafb0-0de9-46b9-abd8-2107dedbdd99,fade47ed-fac9-4dfb-9f95-9f4967f7bdfb,2026-01-03,2437.35,189.99
9d8476ae-6d5d-4991-9fc2-422551bf0981,4,07b9d930-b2f3-4d94-9adf-1eef78b4d543,5e1bdf38-b9fe-4ee4-8ca7-d95fa28021b1,2026-01-03,2487.08,295.75
35599c50-c710-4cbf-90ea-054eb8e98335,1,d16983cf-4985-4ff8-8f64-6d2eb9bcdbdb,3b20a042-25d3-47a4-aecc-dfd2ee0f1959,2025-12-25,2479.49,295.47
35599c50-c710-4cbf-90ea-054eb8e98335,2,68ec3f34-235b-44ec-8f2d-446f389992e5,3d43339a-0378-48e8-829b-57b83b112a73,2025-12-25,4584.23,91.28
35599c50-c710-4cbf-90ea-054eb8e98335,3,df3585f0-90b2-47be-b0ba-56a56f0774a8,a7188b9e-ee90-4713-a1a7-4e2efa7fedc4,2025-12-25,1149.36,177.23
35599c50-c710-4cbf-90ea-054eb8e98335,4,7952b8d8-9354-4fc4-b5fc-68672aff96f7,d6a4a50b-82fe-4aaa-ae0e-8d094be0acf8,2025-12-25,318.03,241.79
8303b13e-63dc-439f-81f9-2424b2077866,1,2f4b2e1a-d20c-4d0c-b958-e334bd92f7f4,5694bf50-367b-41a4-be43-053c2dc196b7,2025-08-06,4701.29,19.44
8303b13e-63dc-439f-81f9-2424b2077866,2,b7c73fa5-fa0d-4cb5-b91d-477e7ea67c4b,d4101a8a-0142-4f02-b0a3-0cfc90c77d64,2025-08-06,1769.08,259.52
8303b13e-63dc-439f-81f9-2424b2077866,3,95b6f794-5765-43ec-9dd0-b83a5736a2d6,8d662c89-b9ae-4f6a-bbc2-db84c39c31e0,2025-08-06,3890.72,142.59
8303b13e-63dc-439f-81f9-2424b2077866,4,4ed96b03-e032-4446-be46-194bf45ac882,98d9c349-81f6-43e4-bc73-dd217ac6f66b,2025-08-06,645.82,160.28
c0074c62-5931-44e1-a240-7f8651f127c9,1,310c8a40-eeb5-4155-a9a3-ce2dd6ff6355,380749ce-321e-48d2-9b22-0d4d7c41e3e0,2025-12-29,3461.59,13.43
c0074c62-5931-44e1-a240-7f8651f127c9,2,e340b241-ec2f-4d4a-80ba-e65ceea5f938,add70fd6-e3eb-4cde-8229-a5447c2c7d36,2025-12-29,1093.22,178.49
c0074c62-5931-44e1-a240-7f8651f127c9,3,4d966d81-6203-4a8e-8995-a7aa64dbcab3,c09560cf-cac9-4c3f-a2a5-071eaa74e4f9,2025-12-29,1660.91,187.71
c0074c62-5931-44e1-a240-7f8651f127c9,4,538d3edd-bc3b-4690-8867-798db4827a07,38d7d4a1-b1f9-46ac-85e3-898281b1c731,2025-12-29,1335.52,169.08
70ba3ee8-53f1-43c5-a160-9c77e4798189,1,b3e428f5-5e34-4c14-9588-d0b59cc28136,2d00e999-31a4-42f3-acc4-d4e529816d0e,2025-12-16,1383.57,287.97
