customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
53bfb239-9356-4942-b527-21cd43ad70f4,17b53487-0a8c-4d97-bd68-74c512992f43,93810,Johnsonview,NH
cc8c4943-9696-4468-9b40-73c41c4e072b,3c947310-0eab-4571-a231-b55bd334eeae,24592,Dylanville,MO
2d20a28a-222c-43ff-81d4-724ba527130b,a369c179-644b-4bd6-9714-9bd5b96c6b13,13278,Lake Heidiview,MP
6dfcda29-13d2-4b72-b75e-bdc406c307a0,e2ec5c84-ce69-40fd-8ac2-6395ad4ad606,46048,Lake Cindy,TN
0793286a-87d8-48a8-b0c3-dfe2e1e5e52d,94546a6e-14ef-42e4-8660-a4c863b1633b,42098,Carlside,WY
1b8a195e-6520-45d0-b7d7-0894cf5a8e6a,46f3888f-21d4-4023-b1ee-ea6aab27307e,39256,West Bethany,NY
cefcc370-a8bd-47a9-a8d9-422f0d7fd9ea,1183b653-8feb-40c4-8d91-9257634b5211,28289,Smithton,AK
a7726346-e6b8-44c6-be13-b5dc0ec557ab,872496d6-65b1-4161-99f5-6a4fb0537c10,23434,East Richardmouth,MH
2cf083b8-c636-498b-b4b8-a60ada6ba9cb,0e2f1db2-807a-47d1-8546-1be3bc74e749,98696,Dennishaven,WY
5d0e6f8b-465b-4e03-9734-4ef364ddfeae,75c5f0f4-1bca-4114-81b8-901eb64252ba,81482,Thompsonland,FL
8d403f9f-1eef-47af-8c33-3002485e3f56,d5a5fb63-a57c-4ea7-b425-817cb3994fd7,21395,Rochaburgh,RI
99aa307a-99f6-44a9-9ccc-5e2482fd48b1,03889ce8-bbbf-4ac0-a35f-cd85d46cdd41,87397,New Christine,NH
8d6f9e8f-2a76-4b2c-a18d-73ebccbd957e,d8933d31-ab52-4906-b455-2f982e039958,65302,Webbton,NV
c34fb98b-a68e-41ec-9b6d-79554fe91246,f9d43709-dfcc-4bc9-b714-c0cb8bee2c7d,14165,Debrafurt,DE
51aa0747-ec13-420d-9ed5-ec12d0fd2475,557393cc-5d32-4b30-9650-0c18b2abbe77,13905,Anthonyside,IL
2b8ec9d5-c74a-4f27-bee9-86372f73a28f,428c6351-0de3-4991-afa8-f8cc69c67d5f,22280,Angelaburgh,VA
3e088f54-e761-472c-a12d-9ca62f749799,b4bbd7ec-21ec-4616-9fe5-0897c9578b21,38657,Brookshaven,MI
ecbe8e93-37a1-4ca0-a803-f5a1b21a940a,d7face83-ab33-4df9-b7c5-3f26dc4e753f,40495,Stricklandberg,VI
c5b79482-208e-43db-95b8-1076e7e4f44c,2edfefd2-fdf7-4fbd-b61f-bbeeae64f2e0,76237,South Janice,TX
cc7b2bcf-dba3-42c1-af4f-37573f28425e,9c8f8f9d-65b0-4d8c-9da6-a4fb152cd5b2,88907,Edgarhaven,OK
0d7d326e-4b4e-493b-a74d-a90714a8b0f2,928031b8-3178-4c45-89d3-d4daaff6418f,13478,Timothyport,TX
beef304f-f7e4-4af1-a683-d1faba1c9d1d,c9c780b1-c0d2-460d-ad32-57b6869994c1,83563,Petershire,NV
1f39184a-65b9-44ed-b5d4-b9b6e65e0ec3,e10496ce-81d5-41d1-aa84-1a3c94ba79b2,36062,Sandersfort,WA
62148f6e-a41e-4973-b1cc-dee753240265,3bae1fe3-a36b-4bd5-a218-5b86a88d2c3e,95181,Danielhaven,PW
a50b64f8-3876-4ab2-9f42-e6fde1fa08f9,46291864-8a4d-44fe-aa48-17fd60e60bab,81426,Mariastad,MO
21b5152d-c98c-433b-ab6b-619d7a3bccf1,fbfc87e0-5d70-4c08-b86f-5db1d324f9da,64987,South Stephen,WA
c921e55b-c84d-42b7-bb2d-edc3545ffa60,8d1e941c-8c76-4a7b-92b7-0a2420ec0dfe,38893,Christopherborough,IA
afd03107-d1d8-4802-8e36-09926546ce44,cb456cef-cca8-4426-9c96-08a53cbf44f0,68878,Brownburgh,MP
a06d0a5e-d13f-4bdb-adcd-373992ddf1a5,7c9934f5-468d-47f5-8e84-acedff78f4fa,87236,South Jacobburgh,PA
1b622c9f-e40a-4f2b-9767-7b23f30060b5,0ef56fcb-85dc-43b4-8d44-afd44149d27c,46463,Lake Alyssa,VT
4b905515-0edb-4d48-be19-b2073d61124a,69e60451-1a5f-4c5e-816c-d772832ff4d4,10851,Williamborough,WI
143037ea-e8aa-445a-b1a5-b4ed8fe5e082,bf2c584e-2174-41f3-a5ab-7a229d270d25,30926,Campbellshire,LA
d955df1f-d01a-41e8-91a4-1d649e833547,3b5120d5-5f1f-4dda-8882-c259b553144d,65392,Port William,LA
cdb48057-ceea-461a-9b41-64ff22fd3ef3,63d0e5bb-99b9-41b2-aa77-985db84b6059,54597,South Oscarfort,PR
